scan_date,ticker,company,strategy,strategies_count,price_at_scan,score,wr,avg,adx,rsi,vol_ratio,price_d5,ret_d5,r_multiple_d5,spy_ret_d5,excess_ret_d5,hit_stop_loss_d5,price_d10,ret_d10,r_multiple_d10,spy_ret_d10,excess_ret_d10,hit_stop_loss_d10,max_drawdown_d10
2026-06-24,DHI,,breakout,2,156.08,5,,,22.8,60.2,0.68,164.23,5.22,,1.06,4.16,0,156.88,0.51,0.17,2.46,-1.95,0,-0.94
2026-06-24,JBL,,breakout,1,372.99,5,,,17.2,49.9,1.65,373.58,0.16,,1.06,-0.9,0,338.22,-9.32,-3.11,2.46,-11.78,1,-9.19
2026-06-24,DPLM.L,,breakout,2,7050.0,5,,,21.4,45.6,0.1,7115.0,0.92,,,,0,7135.0,1.21,0.4,,,0,-0.92
2026-06-24,DB1.DE,,breakout,1,245.8,5,,,11.2,51.3,0.09,238.7,-2.89,,,,0,254.5,3.54,1.18,,,1,-4.39
2026-06-24,BIIB,,breakout,1,197.19,4,,,10.7,59.5,1.0,216.63,9.86,,1.06,8.8,0,208.46,5.72,1.91,2.46,3.26,0,0.75
2026-06-24,CMI,,breakout,1,699.05,4,,,16.5,55.8,0.76,691.09,-1.14,,1.06,-2.2,0,678.24,-2.98,-0.99,2.46,-5.44,1,-6.45
2026-06-24,CSX,,breakout,1,46.16,4,,,20.9,50.2,0.99,48.01,4.01,,1.06,2.95,0,48.81,5.74,1.91,2.46,3.28,0,-0.5
2026-06-24,FTV,,breakout,1,60.34,4,,,13.7,51.1,0.54,60.67,0.55,,1.06,-0.51,0,63.6,5.4,1.8,2.46,2.94,0,-1.01
2026-06-24,KEYS,,breakout,1,352.58,4,,,14.1,52.6,0.76,340.13,-3.53,,1.06,-4.59,1,319.73,-9.32,-3.11,2.46,-11.78,1,-11.7
2026-06-24,PKG,,breakout,1,232.83,4,,,14.3,60.2,0.74,237.65,2.07,,1.06,1.01,0,236.39,1.53,0.51,2.46,-0.93,0,0.58
2026-06-24,SWK,,breakout,1,83.81,4,,,16.5,61.4,1.11,93.65,11.74,,1.06,10.68,0,92.56,10.44,3.48,2.46,7.98,0,1.56
2026-06-24,UPS,,breakout,1,105.83,4,,,15.6,44.0,0.68,108.01,2.06,,1.06,1.0,0,110.02,3.96,1.32,2.46,1.5,0,-2.82
2026-06-24,SYF,,breakout,1,75.04,4,,,17.4,61.1,1.01,78.37,4.44,,1.06,3.38,0,77.05,2.68,0.89,2.46,0.22,0,-0.53
2026-06-24,WFC,,breakout,1,84.13,4,,,24.7,65.5,0.7,83.51,-0.74,,1.06,-1.8,0,87.45,3.95,1.32,2.46,1.49,0,-1.91
2026-06-24,ABDN.L,,breakout,3,234.0,4,,,22.4,41.1,0.02,237.6,1.54,,,,0,264.792,13.16,4.39,,,0,-1.2
2026-06-24,ALW.L,,breakout,1,1327.0,4,,,17.9,54.2,0.05,1340.8459,1.04,,,,0,1355.0,2.11,0.7,,,0,-0.45
2026-06-24,CPG.L,,breakout,2,31.79,4,,,22.5,46.2,0.02,32.61,2.58,,,,0,32.58,2.49,0.83,,,0,-2.52
2026-06-24,HSX.L,,breakout,2,1785.0,4,,,19.3,57.1,0.02,1859.0,4.15,,,,0,1865.0,4.48,1.49,,,0,-0.28
2026-06-24,NG.L,,breakout,1,1223.73,4,,,20.1,59.4,0.04,1242.9,1.57,,,,0,1251.0,2.23,0.74,,,0,-1.9
2026-06-24,BAS.DE,,breakout,1,49.04,4,,,26.2,40.4,0.08,47.54,-3.06,,,,1,47.925,-2.27,-0.76,,,1,-6.12
2026-06-24,MRK.DE,,breakout,1,136.3,4,,,25.9,39.5,0.07,146.45,7.45,,,,0,145.55,6.79,2.26,,,0,-0.62
2026-06-24,RL,,connors_rsi2,1,407.01,4,,,30.0,69.7,0.79,397.61,-2.31,,1.06,-3.37,0,396.32,-2.63,-0.88,2.46,-5.09,1,-3.6
2026-06-24,ABDN.L,,connors_rsi2,3,233.8,4,,,22.4,40.9,0.02,237.6,1.63,,,,0,264.792,13.26,4.42,,,0,-1.11
2026-06-24,BARC.L,,connors_rsi2,1,510.4,4,,,22.9,71.5,0.07,509.4,-0.2,,,,0,523.8,2.63,0.88,,,0,-1.29
2026-06-24,DPLM.L,,connors_rsi2,2,7060.0,4,,,21.4,46.1,0.1,7115.0,0.78,,,,0,7135.0,1.06,0.35,,,0,-1.06
2026-06-24,DBK.DE,,connors_rsi2,2,30.72,4,,,24.4,74.0,0.1,29.7,-3.32,,,,1,32.005,4.18,1.39,,,1,-4.41
2026-06-24,CS.PA,,connors_rsi2,2,42.57,4,,,28.5,89.2,0.04,43.45,2.07,,,,0,44.19,3.81,1.27,,,0,-0.26
2026-06-24,ABNB,,connors_rsi2,3,138.85,3,,,15.4,58.8,0.88,147.17,5.99,,1.06,4.93,0,147.65,6.34,2.11,2.46,3.88,0,-0.07
2026-06-24,AAPL,,connors_rsi2,1,294.3,3,,,24.4,30.4,0.98,281.74,-4.27,,1.06,-5.33,1,312.66,6.24,2.08,2.46,3.78,1,-6.98
2026-06-24,DHI,,connors_rsi2,2,156.08,3,,,22.8,60.2,0.68,164.23,5.22,,1.06,4.16,0,156.88,0.51,0.17,2.46,-1.95,0,-0.94
2026-06-24,MRVL,,connors_rsi2,3,279.04,3,,,39.5,48.0,0.63,277.75,-0.46,,1.06,-1.52,0,249.27,-10.67,-3.56,2.46,-13.13,1,-14.99
2026-06-24,GWW,,connors_rsi2,1,1320.48,3,,,36.0,63.4,1.09,1353.29,2.48,,1.06,1.42,0,1370.16,3.76,1.25,2.46,1.3,0,0.31
2026-06-24,CCC.L,,connors_rsi2,1,4222.0,3,,,30.0,37.0,0.01,4294.0,1.71,,,,0,4418.0,4.64,1.55,,,0,-1.85
2026-06-24,HSBA.L,,connors_rsi2,2,1441.6,3,,,14.0,63.1,0.08,1423.8,-1.23,,,,0,1453.0,0.79,0.26,,,0,-2.36
2026-06-24,HSX.L,,connors_rsi2,2,1786.0,3,,,19.3,57.4,0.02,1859.0,4.09,,,,0,1865.0,4.42,1.47,,,0,-0.34
2026-06-24,RR.L,,connors_rsi2,1,1392.6,3,,,17.6,75.1,0.04,1413.8,1.52,,,,0,1499.6,7.68,2.56,,,0,-1.09
2026-06-24,SMIN.L,,connors_rsi2,1,2574.0,3,,,13.2,60.7,0.03,2563.0,-0.43,,,,0,2638.0,2.49,0.83,,,0,-2.72
2026-06-24,CCL,,connors_rsi2,1,28.72,2,,,20.8,54.0,1.52,29.19,1.64,,1.06,0.58,0,27.51,-4.21,-1.4,2.46,-6.67,1,-4.39
2026-06-24,NTAP,,connors_rsi2,1,157.82,2,,,43.7,31.3,0.73,155.06,-1.75,,1.06,-2.81,0,163.55,3.63,1.21,2.46,1.17,1,-5.42
2026-06-24,TDG,,connors_rsi2,2,1297.68,2,,,15.1,57.4,0.87,1323.4399,1.99,,1.06,0.93,0,1346.12,3.73,1.24,2.46,1.27,0,-0.62
2026-06-24,EMR,,connors_rsi2,1,143.14,1,,,16.0,51.5,1.09,142.82,-0.22,,1.06,-1.28,0,141.56,-1.1,-0.37,2.46,-3.56,1,-4.1
2026-06-24,AMAT,,ema_ribbon,1,585.88,3,,,31.2,64.0,1.21,694.64,18.56,,1.06,17.5,0,592.79,1.18,0.39,2.46,-1.28,0,-2.8
2026-06-24,SNA,,ema_ribbon,1,385.85,3,,,11.9,61.4,1.7,398.36,3.24,,1.06,2.18,0,413.62,7.2,2.4,2.46,4.74,0,-0.22
2026-06-24,TER,,ema_ribbon,1,420.12,3,,,16.0,54.5,1.63,463.21,10.26,,1.06,9.2,0,379.52,-9.66,-3.22,2.46,-12.12,1,-13.83
2026-06-24,ABNB,,ema_ribbon,3,138.85,2,,,15.4,58.8,0.88,147.17,5.99,,1.06,4.93,0,147.65,6.34,2.11,2.46,3.88,0,-0.07
2026-06-24,DE,,ema_ribbon,1,591.94,2,,,17.2,56.3,0.93,626.63,5.86,,1.06,4.8,0,635.24,7.31,2.44,2.46,4.85,0,-0.25
2026-06-24,DOV,,ema_ribbon,2,223.54,2,,,18.5,63.4,1.05,224.0,0.21,,1.06,-0.85,0,214.74,-3.94,-1.31,2.46,-6.4,1,-5.24
2026-06-24,GEV,,ema_ribbon,1,1034.98,2,,,20.2,57.1,1.2,1102.51,6.52,,1.06,5.46,0,1152.04,11.31,3.77,2.46,8.85,0,-1.15
2026-06-24,HWM,,ema_ribbon,1,275.13,2,,,23.2,66.0,1.11,268.57,-2.38,,1.06,-3.44,0,277.91,1.01,0.34,2.46,-1.45,1,-6.01
2026-06-24,NDSN,,ema_ribbon,1,291.07,2,,,11.7,53.7,0.86,302.16,3.81,,1.06,2.75,0,293.66,0.89,0.3,2.46,-1.57,0,-1.09
2026-06-24,TDG,,ema_ribbon,2,1297.68,2,,,15.1,57.4,0.87,1323.4399,1.99,,1.06,0.93,0,1346.12,3.73,1.24,2.46,1.27,0,-0.62
2026-06-24,GNRC,,ema_ribbon,1,274.54,1,,,18.2,46.5,1.27,283.81,3.38,,1.06,2.32,0,257.81,-6.09,-2.03,2.46,-8.55,1,-9.43
2026-06-24,EW,,ema_ribbon,1,86.95,0,,,13.9,48.0,0.81,91.18,4.86,,1.06,3.8,0,95.18,9.47,3.16,2.46,7.01,0,0.06
2026-06-24,PPG,,nr7,1,117.7,3,,,16.6,57.1,1.14,120.91,2.73,,1.06,1.67,0,124.04,5.39,1.8,2.46,2.93,0,0.14
2026-06-24,DCC.L,,nr7,1,6160.0,3,,,54.5,69.0,0.05,6230.0,1.14,,,,0,6060.0,-1.62,-0.54,,,1,-6.98
2026-06-24,SDR.L,,nr7,2,586.0,3,,,47.2,52.2,0.03,586.0,0.0,,,,0,587.1905,0.2,0.07,,,0,-0.17
2026-06-24,ADS.DE,,nr7,1,172.0,3,,,27.7,68.1,0.05,180.2,4.77,,,,0,187.9,9.24,3.08,,,0,-0.73
2026-06-24,EDEN.PA,,nr7,1,22.08,3,,,32.0,55.6,0.02,22.74,2.99,,,,0,23.66,7.16,2.39,,,0,-0.82
2026-06-24,ABNB,,nr7,3,138.85,2,,,15.4,58.8,0.88,147.17,5.99,,1.06,4.93,0,147.65,6.34,2.11,2.46,3.88,0,-0.07
2026-06-24,DDOG,,nr7,1,220.57,2,,,35.9,14.7,0.54,248.57,12.69,,1.06,11.63,0,255.37,15.78,5.26,2.46,13.32,1,-3.55
2026-06-24,DLTR,,nr7,1,113.41,2,,,34.8,55.7,0.77,122.62,8.12,,1.06,7.06,0,121.46,7.1,2.37,2.46,4.64,0,0.52
2026-06-24,INCY,,nr7,2,104.4,2,,,15.4,66.8,0.79,114.66,9.83,,1.06,8.77,0,115.62,10.75,3.58,2.46,8.29,0,0.09
2026-06-24,MRVL,,nr7,3,279.04,2,,,39.5,48.0,0.63,277.75,-0.46,,1.06,-1.52,0,249.27,-10.67,-3.56,2.46,-13.13,1,-14.99
2026-06-24,MGM,,nr7,1,46.92,2,,,36.2,38.5,0.37,49.69,5.9,,1.06,4.84,0,46.88,-0.09,-0.03,2.46,-2.55,0,-0.9
2026-06-24,MDLZ,,nr7,1,61.06,2,,,16.9,50.0,1.18,60.15,-1.49,,1.06,-2.55,0,59.17,-3.1,-1.03,2.46,-5.56,1,-5.37
2026-06-24,ABDN.L,,nr7,3,233.8,2,,,22.4,40.9,0.02,237.6,1.63,,,,0,264.792,13.26,4.42,,,0,-1.11
2026-06-24,CPG.L,,nr7,2,31.78,2,,,22.5,46.1,0.02,32.61,2.61,,,,0,32.58,2.52,0.84,,,0,-2.49
2026-06-24,HSBA.L,,nr7,2,1441.2,2,,,14.0,63.1,0.08,1423.8,-1.21,,,,0,1453.0,0.82,0.27,,,0,-2.33
2026-06-24,IAG.L,,nr7,1,469.55,2,,,26.8,74.7,0.09,475.2,1.2,,,,0,487.2,3.76,1.25,,,0,-0.95
2026-06-24,NXT.L,,nr7,1,14440.0,2,,,24.5,70.9,0.02,14565.0,0.87,,,,0,14663.6445,1.55,0.52,,,1,-19.02
2026-06-24,PCT.L,,nr7,1,702.5,2,,,31.7,47.9,0.04,695.4775,-1.0,,,,0,680.445,-3.14,-1.05,,,1,-4.11
2026-06-24,SDLF.L,,nr7,2,821.0,2,,,22.0,89.3,0.02,835.5,1.77,,,,0,858.5,4.57,1.52,,,0,-0.61
2026-06-24,ADM.L,,nr7,2,3360.0,1,,,19.3,58.8,0.03,3522.0,4.82,,,,0,3704.0,10.24,3.41,,,0,-0.6
2026-06-24,PSON.L,,nr7,1,1130.0,1,,,13.2,43.2,0.01,1185.5,4.91,,,,0,1245.0,10.18,3.39,,,0,-0.75
2026-06-24,BAYN.DE,,nr7,2,39.0,1,,,19.5,75.3,0.06,47.05,20.64,,,,0,52.84,35.49,11.83,,,0,-0.85
2026-06-24,SIE.DE,,nr7,1,271.7,1,,,17.1,49.6,0.05,268.3,-1.25,,,,0,283.55,4.36,1.45,,,0,-2.19
2026-06-24,MT.AS,,nr7,1,55.5,1,,,14.8,31.7,0.02,53.04,-4.43,,,,1,57.8,4.14,1.38,,,1,-7.68
2026-06-24,SDR.L,,bb_squeeze,2,586.0,4,,,47.2,52.2,0.03,586.0,0.0,,,,0,587.1905,0.2,0.07,,,0,-0.17
2026-06-24,TPR,,bb_squeeze,1,150.53,3,,,14.5,66.7,1.01,146.56,-2.64,,1.06,-3.7,0,145.49,-3.35,-1.12,2.46,-5.81,1,-5.1
2026-06-24,DELL,,high_tight_flag,1,427.78,3,,,46.2,47.8,0.52,414.61,-3.08,,1.06,-4.14,1,411.8,-3.74,-1.25,2.46,-6.2,1,-11.48
2026-06-24,MRVL,,high_tight_flag,3,279.04,3,,,39.5,48.0,0.63,277.75,-0.46,,1.06,-1.52,0,249.27,-10.67,-3.56,2.46,-13.13,1,-14.99
2026-06-24,MU,,high_tight_flag,1,1051.77,3,,,26.8,49.4,1.05,1145.28,8.89,,1.06,7.83,0,984.75,-6.37,-2.12,2.46,-8.83,1,-9.66
2026-06-24,INCY,,signal_velocity,2,104.4,12,,,15.4,66.8,0.79,114.66,9.83,,1.06,8.77,0,115.62,10.75,3.58,2.46,8.29,0,0.09
2026-06-24,MKS.L,,signal_velocity,1,366.7,12,,,18.8,49.6,0.02,374.43,2.11,,,,0,385.5,5.13,1.71,,,0,-0.98
2026-06-24,MRK,,signal_velocity,1,119.6,10,,,15.0,60.2,0.86,129.38,8.18,,1.06,7.12,0,126.78,6.0,2.0,2.46,3.54,0,-0.08
2026-06-24,TKO,,signal_velocity,1,202.7,10,,,22.7,49.0,0.79,211.62,4.4,,1.06,3.34,0,192.3,-5.13,-1.71,2.46,-7.59,1,-4.54
2026-06-24,TFC,,signal_velocity,1,49.67,10,,,16.6,56.5,1.35,50.58,1.83,,1.06,0.77,0,51.42,3.52,1.17,2.46,1.06,0,-0.91
2026-06-24,MO,,signal_velocity,1,71.61,8,,,12.7,62.5,1.12,74.05,3.41,,1.06,2.35,0,71.88,0.38,0.13,2.46,-2.08,0,-0.73
2026-06-24,AIG,,signal_velocity,1,76.53,6,,,13.5,63.5,0.87,75.12,-1.84,,1.06,-2.9,0,80.75,5.51,1.84,2.46,3.05,0,-2.95
2026-06-24,CMCSA,,stage4_short,1,22.8,6,,,34.0,31.3,2.41,24.22,6.23,,1.06,5.17,0,23.38,2.54,0.85,2.46,0.08,0,-2.99
2026-06-24,DPZ,,stage4_short,1,283.03,5,,,27.3,35.2,5.02,294.05,3.89,,1.06,2.83,0,305.91,8.08,2.69,2.46,5.62,0,0.13
2026-06-24,NFLX,,stage4_short,1,72.82,5,,,33.4,19.9,1.92,73.78,1.32,,1.06,0.26,0,76.02,4.39,1.46,2.46,1.93,0,-2.69
2026-06-24,PTC,,stage4_short,1,112.33,5,,,28.1,13.7,2.25,113.89,1.39,,1.06,0.33,0,124.98,11.26,3.75,2.46,8.8,0,-1.03
2026-06-24,NOC,,stage4_short,1,513.22,5,,,35.5,40.5,2.83,496.02,-3.35,,1.06,-4.41,1,547.75,6.73,2.24,2.46,4.27,1,-3.78
2026-06-24,SAP.DE,,stage4_short,1,133.28,5,,,21.0,13.2,2.62,136.58,2.48,,,,0,142.04,6.57,2.19,,,0,-1.77
2026-06-24,ADSK,,stage4_short,1,188.78,4,,,26.3,13.4,1.04,195.24,3.42,,1.06,2.36,0,207.54,9.94,3.31,2.46,7.48,0,-0.41
2026-06-24,BMW.DE,,stage4_short,1,60.74,4,,,38.2,20.3,1.09,58.24,-4.12,,,,1,61.2,0.76,0.25,,,1,-6.12
2026-06-24,CAG,,stage4_short,1,13.43,2,,,24.0,59.5,0.79,13.98,4.1,,1.06,3.04,0,13.79,2.68,0.89,2.46,0.22,0,-1.49
2026-06-24,SJM,,defensive_rotation,1,110.47,5,,,26.8,64.9,0.96,115.89,4.91,,1.06,3.85,0,111.66,1.08,0.36,2.46,-1.38,0,0.14
2026-06-24,STAN.L,,cup_handle,1,2066.0,6,,,28.0,61.6,0.05,2041.0,-1.21,,,,0,2120.0,2.61,0.87,,,0,-2.42
2026-06-24,DAL,,cup_handle,1,86.72,5,,,31.5,63.5,0.87,93.17,7.44,,1.06,6.38,0,91.68,5.72,1.91,2.46,3.26,0,1.06
2026-06-24,DOV,,cup_handle,2,223.54,5,,,18.5,63.4,1.05,224.0,0.21,,1.06,-0.85,0,214.74,-3.94,-1.31,2.46,-6.4,1,-5.24
2026-06-24,FITB,,cup_handle,1,54.67,5,,,23.4,69.1,0.83,56.78,3.86,,1.06,2.8,0,57.89,5.89,1.96,2.46,3.43,0,-0.89
2026-06-24,HSIC,,cup_handle,1,80.1,5,,,35.3,66.3,0.97,84.29,5.23,,1.06,4.17,0,86.62,8.14,2.71,2.46,5.68,0,0.56
2026-06-24,NTRS,,cup_handle,1,176.26,5,,,19.0,60.6,0.66,174.91,-0.77,,1.06,-1.83,0,181.14,2.77,0.92,2.46,0.31,0,-2.28
2026-06-24,PNC,,cup_handle,1,238.67,5,,,26.1,69.6,1.12,246.73,3.38,,1.06,2.32,0,253.18,6.08,2.03,2.46,3.62,0,-0.28
2026-06-24,CON.DE,,cup_handle,1,73.58,5,,,22.4,68.7,0.06,71.7,-2.56,,,,0,74.92,1.82,0.61,,,1,-4.02
2026-06-24,CBK.DE,,cup_handle,1,37.71,5,,,18.6,57.0,0.07,37.46,-0.66,,,,0,37.76,0.13,0.04,,,0,-2.63
2026-06-24,ALL,,cup_handle,1,231.55,4,,,21.8,72.6,1.01,241.38,4.25,,1.06,3.19,0,248.37,7.26,2.42,2.46,4.8,0,-0.67
2026-06-24,BAC,,cup_handle,1,57.91,4,,,34.3,85.8,0.74,57.88,-0.05,,1.06,-1.11,0,59.9,3.44,1.15,2.46,0.98,0,-1.85
2026-06-24,CFG,,cup_handle,1,68.99,4,,,30.2,76.4,0.92,70.43,2.09,,1.06,1.03,0,72.11,4.52,1.51,2.46,2.06,0,0.01
2026-06-24,CINF,,cup_handle,1,175.81,4,,,24.5,83.5,1.14,186.16,5.89,,1.06,4.83,0,189.59,7.84,2.61,2.46,5.38,0,-0.05
2026-06-24,GE,,cup_handle,1,356.47,4,,,33.3,72.7,0.95,373.71,4.84,,1.06,3.78,0,378.68,6.23,2.08,2.46,3.77,0,-0.35
2026-06-24,MAS,,cup_handle,1,73.21,4,,,16.9,63.3,0.88,80.5,9.96,,1.06,8.9,0,81.04,10.7,3.57,2.46,8.24,0,1.24
2026-06-24,MET,,cup_handle,1,88.03,4,,,33.8,66.6,0.7,85.99,-2.32,,1.06,-3.38,0,90.46,2.76,0.92,2.46,0.3,1,-4.37
2026-06-24,PFG,,cup_handle,1,112.36,4,,,33.6,75.2,0.88,108.51,-3.43,,1.06,-4.49,1,112.55,0.17,0.06,2.46,-2.29,1,-6.85
2026-06-24,DGX,,cup_handle,1,197.18,4,,,17.8,56.2,1.15,212.64,7.84,,1.06,6.78,0,213.45,8.25,2.75,2.46,5.79,0,0.62
2026-06-24,ADM.L,,cup_handle,2,3372.0,4,,,19.3,60.1,0.03,3522.0,4.45,,,,0,3704.0,9.85,3.28,,,0,-0.95
2026-06-24,BNZL.L,,cup_handle,2,2634.0,4,,,22.7,72.8,0.03,2626.0,-0.3,,,,0,2706.0,2.73,0.91,,,0,-1.44
2026-06-24,ALV.DE,,cup_handle,1,403.8,4,,,30.2,92.2,0.1,408.8,1.24,,,,0,423.2,4.8,1.6,,,0,-0.57
2026-06-24,SY1.DE,,cup_handle,1,87.72,4,,,36.0,90.1,0.04,87.92,0.23,,,,0,92.24,5.15,1.72,,,0,-1.76
2026-06-24,CS.PA,,cup_handle,2,42.61,4,,,28.5,90.1,0.05,43.45,1.97,,,,0,44.19,3.71,1.24,,,0,-0.35
2026-06-24,BNP.PA,,cup_handle,1,101.96,4,,,21.5,79.5,0.11,100.54,-1.39,,,,0,103.18,1.2,0.4,,,0,-1.95
2026-06-24,OR.PA,,cup_handle,1,385.25,4,,,19.9,62.7,0.09,387.9,0.69,,,,0,386.85,0.42,0.14,,,0,-2.76
2026-06-24,EG,,cup_handle,1,343.56,3,,,16.4,77.4,1.02,360.79,5.02,,1.06,3.96,0,372.93,8.55,2.85,2.46,6.09,0,-0.99
2026-06-25,DLTR,,momentum,1,119.35,9,,,35.3,59.0,0.67,120.95,1.34,,1.7,-0.36,0,121.46,1.77,0.59,2.31,-0.54,1,-4.44
2026-06-25,SGRO.L,,breakout,2,878.0,8,,,23.3,86.6,0.07,878.8,0.09,,,,0,878.6,0.07,0.02,,,0,-1.23
2026-06-25,GLW,,breakout,1,205.83,6,,,15.3,51.7,1.38,255.43,24.1,,1.7,22.4,0,194.8,-5.36,-1.79,2.31,-7.67,1,-5.97
2026-06-25,PKG,,breakout,1,237.85,6,,,15.2,64.7,0.91,238.28,0.18,,1.7,-1.52,0,236.39,-0.61,-0.2,2.31,-2.92,0,-1.54
2026-06-25,STAN.L,,breakout,1,2042.0,6,,,30.1,61.0,0.02,2051.0,0.44,,,,0,2120.0,3.82,1.27,,,0,-1.27
2026-06-25,MRK.DE,,breakout,2,140.85,6,,,28.0,61.6,0.11,146.325,3.89,,,,0,145.55,3.34,1.11,,,0,-2.38
2026-06-25,CA.PA,,breakout,2,16.28,6,,,14.4,49.8,0.02,16.415,0.83,,,,0,16.045,-1.44,-0.48,,,1,-4.02
2026-06-25,ACA.PA,,breakout,2,17.58,6,,,24.9,77.1,0.05,17.445,-0.77,,,,0,17.815,1.34,0.45,,,0,-1.34
2026-06-25,CBK.DE,,breakout,1,37.26,5,,,18.1,51.1,0.04,37.41,0.4,,,,0,37.76,1.34,0.45,,,0,-1.45
2026-06-25,COST,,breakout,1,961.09,4,,,15.1,49.6,0.8,935.47,-2.67,,1.7,-4.37,0,950.25,-1.13,-0.38,2.31,-3.44,1,-4.22
2026-06-25,GS,,breakout,2,1076.91,4,,,30.5,56.1,0.8,1011.37,-6.09,,1.7,-7.79,1,1055.29,-2.01,-0.67,2.31,-4.32,1,-6.86
2026-06-25,IEX,,breakout,1,222.16,4,,,22.1,60.5,0.77,226.95,2.16,,1.7,0.46,0,224.46,1.04,0.35,2.31,-1.27,0,-0.73
2026-06-25,JBL,,breakout,1,371.8,4,,,17.8,46.6,1.45,385.48,3.68,,1.7,1.98,0,338.22,-9.03,-3.01,2.31,-11.34,1,-8.89
2026-06-25,TFC,,breakout,1,49.79,4,,,15.6,60.4,0.93,49.82,0.06,,1.7,-1.64,0,51.42,3.27,1.09,2.31,0.96,0,-1.14
2026-06-25,ALW.L,,breakout,1,1336.0,4,,,17.5,59.6,0.08,1344.251,0.62,,,,0,1355.0,1.42,0.47,,,0,-1.12
2026-06-25,CPG.L,,breakout,1,32.23,4,,,22.3,47.4,0.03,32.09,-0.43,,,,0,32.58,1.09,0.36,,,1,-3.85
2026-06-25,MKS.L,,breakout,1,379.28,4,,,19.7,57.8,0.03,378.936,-0.09,,,,0,385.5,1.64,0.55,,,0,-2.92
2026-06-25,PCT.L,,breakout,1,719.45,4,,,30.9,60.6,0.11,704.0,-2.15,,,,0,680.445,-5.42,-1.81,,,1,-6.37
2026-06-25,RTO.L,,breakout,1,438.4,4,,,24.3,46.6,0.02,426.1,-2.81,,,,0,447.2,2.01,0.67,,,1,-3.26
2026-06-25,CON.DE,,breakout,1,73.9,4,,,22.8,72.2,0.03,70.86,-4.11,,,,1,74.92,1.38,0.46,,,1,-4.44
2026-06-25,RWE.DE,,breakout,1,55.6,4,,,15.5,47.7,0.24,56.42,1.47,,,,0,57.28,3.02,1.01,,,0,-2.77
2026-06-25,SIE.DE,,breakout,3,273.6,4,,,15.5,55.3,0.09,277.3,1.35,,,,0,283.55,3.64,1.21,,,0,-2.74
2026-06-25,EN.PA,,breakout,1,49.85,4,,,8.5,47.1,0.04,49.08,-1.54,,,,0,48.01,-3.69,-1.23,,,1,-5.3
2026-06-25,ENGI.PA,,breakout,1,26.76,4,,,9.1,47.2,0.06,27.63,3.25,,,,0,27.6,3.14,1.05,,,0,-1.12
2026-06-25,ERF.PA,,breakout,1,66.92,4,,,14.9,61.4,0.05,68.32,2.09,,,,0,70.12,4.78,1.59,,,0,-0.06
2026-06-25,PHM,,pocket_pivot,1,135.71,5,,,20.8,73.8,2.28,137.21,1.11,,1.7,-0.59,0,131.38,-3.19,-1.06,2.31,-5.5,1,-3.4
2026-06-25,GWW,,pocket_pivot,2,1342.57,5,,,35.8,64.5,2.75,1360.4,1.33,,1.7,-0.37,0,1370.16,2.06,0.69,2.31,-0.25,0,-1.01
2026-06-25,CTVA,,pocket_pivot,1,80.09,4,,,18.7,61.6,1.14,84.69,5.74,,1.7,4.04,0,86.39,7.87,2.62,2.31,5.56,0,-0.16
2026-06-25,FAST,,pocket_pivot,2,46.26,3,,,15.2,48.7,1.09,48.03,3.83,,1.7,2.13,0,48.31,4.43,1.48,2.31,2.12,0,-0.54
2026-06-25,CNC,,connors_rsi2,1,62.97,4,,,42.1,58.5,0.94,64.19,1.94,,1.7,0.24,0,66.05,4.89,1.63,2.31,2.58,0,-0.33
2026-06-25,FLEX,,connors_rsi2,2,150.72,4,,,29.1,40.9,0.7,162.07,7.53,,1.7,5.83,0,138.65,-8.01,-2.67,2.31,-10.32,1,-10.55
2026-06-25,BEN,,connors_rsi2,1,32.47,4,,,26.1,63.0,0.8,33.27,2.46,,1.7,0.76,0,34.44,6.07,2.02,2.31,3.76,0,-0.72
2026-06-25,GS,,connors_rsi2,2,1076.91,4,,,30.5,56.1,0.8,1011.37,-6.09,,1.7,-7.79,1,1055.29,-2.01,-0.67,2.31,-4.32,1,-6.86
2026-06-25,JBHT,,connors_rsi2,1,269.06,4,,,23.2,40.3,0.77,289.43,7.57,,1.7,5.87,0,277.74,3.23,1.08,2.31,0.92,0,0.43
2026-06-25,TROW,,connors_rsi2,2,105.2,4,,,29.9,58.9,0.85,113.69,8.07,,1.7,6.37,0,119.12,13.23,4.41,2.31,10.92,0,0.62
2026-06-25,TXN,,connors_rsi2,2,303.11,4,,,23.9,48.1,0.93,298.07,-1.66,,1.7,-3.36,0,303.5,0.13,0.04,2.31,-2.18,1,-9.02
2026-06-25,ANET,,connors_rsi2,1,161.74,3,,,13.6,41.1,0.77,169.88,5.03,,1.7,3.33,0,173.28,7.13,2.38,2.31,4.82,1,-4.33
2026-06-25,CSCO,,connors_rsi2,1,119.73,3,,,29.5,39.8,0.86,117.46,-1.9,,1.7,-3.6,0,113.98,-4.8,-1.6,2.31,-7.11,1,-6.89
2026-06-25,C,,connors_rsi2,1,143.59,3,,,40.6,75.0,1.04,139.96,-2.53,,1.7,-4.23,0,143.86,0.19,0.06,2.31,-2.12,1,-3.74
2026-06-25,CSX,,connors_rsi2,1,46.06,3,,,19.6,46.9,0.96,47.53,3.19,,1.7,1.49,0,48.81,5.97,1.99,2.31,3.66,0,-0.11
