scan_date,ticker,company,strategy,strategies_count,price_at_scan,score,wr,avg,adx,rsi,vol_ratio,price_d5,ret_d5,r_multiple_d5,spy_ret_d5,excess_ret_d5,hit_stop_loss_d5,price_d10,ret_d10,r_multiple_d10,spy_ret_d10,excess_ret_d10,hit_stop_loss_d10,max_drawdown_d10
2026-06-29,DSY.PA,,stage4_short,1,18.05,3,,,21.8,31.4,0.85,18.625,3.19,1.06,,,0,17.95,-0.55,-0.18,,,0,-2.24
2026-06-29,RMD,,stage4_short,1,200.29,2,,,21.8,55.5,0.39,218.4,9.04,3.01,1.39,7.65,0,208.45,4.07,1.36,1.45,2.62,1,-3.73
2026-06-29,EXPN.L,,stage4_short,1,2542.0,2,,,28.2,41.8,0.94,2704.0,6.37,2.12,,,0,2665.2212,4.85,1.62,,,1,-3.26
2026-06-29,EW,,defensive_rotation,2,90.78,7,,,16.2,64.5,2.66,95.18,4.85,1.62,1.39,3.46,0,91.33,0.61,0.2,1.45,-0.84,0,-1.2
2026-06-29,NWE,,defensive_rotation,1,73.42,7,,,16.3,60.4,2.64,69.69,-5.08,-1.69,1.39,-6.47,1,70.83,-3.53,-1.18,1.45,-4.98,1,-5.11
2026-06-29,POR,,defensive_rotation,1,52.53,7,,,15.6,67.1,2.78,52.0,-1.01,-0.34,1.39,-2.4,0,52.19,-0.65,-0.22,1.45,-2.1,0,-2.36
2026-06-29,BDX,,defensive_rotation,2,155.92,6,,,15.2,58.2,4.04,155.54,-0.24,-0.08,1.39,-1.63,0,150.85,-3.25,-1.08,1.45,-4.7,1,-4.93
2026-06-29,TMO,,defensive_rotation,1,513.03,5,,,20.2,66.7,1.91,517.6,0.89,0.3,1.39,-0.5,0,524.71,2.28,0.76,1.45,0.83,1,-3.49
2026-06-29,ZBH,,defensive_rotation,1,93.1,5,,,17.9,66.9,1.02,89.76,-3.59,-1.2,1.39,-4.98,1,89.23,-4.16,-1.39,1.45,-5.61,1,-10.08
2026-06-29,XEL,,defensive_rotation,1,82.23,5,,,16.7,68.0,1.0,80.37,-2.26,-0.75,1.39,-3.65,0,79.02,-3.9,-1.3,1.45,-5.35,1,-4.3
2026-06-29,IQV,,defensive_rotation,1,191.14,3,,,16.9,58.2,1.04,205.97,7.76,2.59,1.39,6.37,0,208.97,9.33,3.11,1.45,7.88,0,-1.16
2026-06-29,MO,,cup_handle,1,73.79,6,,,15.3,60.3,1.74,71.88,-2.59,-0.86,1.39,-3.98,0,71.59,-2.98,-0.99,1.45,-4.43,1,-3.66
2026-06-29,EW,,cup_handle,2,90.78,6,,,16.2,64.5,2.66,95.18,4.85,1.62,1.39,3.46,0,91.33,0.61,0.2,1.45,-0.84,0,-1.2
2026-06-29,FAST,,cup_handle,2,47.1,6,,,16.3,52.1,1.99,48.31,2.57,0.86,1.39,1.18,0,46.35,-1.59,-0.53,1.45,-3.04,0,-2.25
2026-06-29,JPM,,cup_handle,1,329.05,6,,,28.5,64.1,1.73,337.72,2.63,0.88,1.39,1.24,0,335.47,1.95,0.65,1.45,0.5,0,-1.67
2026-06-29,BNZL.L,,cup_handle,1,2626.0,5,,,25.2,58.4,0.01,2706.0,3.05,1.02,,,0,2674.0,1.83,0.61,,,0,-1.14
2026-06-29,LAND.L,,cup_handle,2,648.0,5,,,21.6,57.1,0.01,656.5,1.31,0.44,,,0,654.0,0.93,0.31,,,0,-1.47
2026-06-29,OR.PA,,cup_handle,2,387.9,5,,,20.7,53.7,0.04,386.85,-0.27,-0.09,,,0,378.9,-2.32,-0.77,,,1,-3.43
2026-06-29,MET,,cup_handle,1,85.95,4,,,27.3,54.8,1.31,90.46,5.25,1.75,1.39,3.86,0,91.15,6.05,2.02,1.45,4.6,0,-1.86
2026-06-29,NTRS,,cup_handle,1,173.87,4,,,18.9,55.2,1.09,181.14,4.18,1.39,1.39,2.79,0,182.86,5.17,1.72,1.45,3.72,0,-0.5
2026-06-29,SGRO.L,,power_earnings_gap,1,876.4,6,,,29.4,86.8,4.8,878.6,0.25,0.08,,,0,868.0,-0.96,-0.32,,,0,-1.37
2026-06-29,TECH,,power_earnings_gap,1,71.0,6,,,29.1,81.8,9.69,70.92,-0.11,-0.04,1.39,-1.5,0,71.15,0.21,0.07,1.45,-1.24,0,-0.72
2026-07-01,IEX,,breakout,1,226.95,5,,,22.9,57.3,0.88,224.46,-1.1,-0.37,0.74,-1.84,0,221.48,-2.41,-0.8,0.46,-2.87,1,-5.04
2026-07-01,PPG,,breakout,1,121.29,5,,,20.1,58.9,0.84,124.04,2.27,0.76,0.74,1.53,0,113.84,-6.14,-2.05,0.46,-6.6,1,-6.41
2026-07-01,ABDN.L,,breakout,1,240.0,5,,,22.1,53.8,0.07,264.792,10.33,3.44,,,0,245.8,2.42,0.81,,,0,-1.17
2026-07-01,ADM.L,,breakout,1,3552.0,5,,,17.8,60.2,0.05,3704.0,4.28,1.43,,,0,3650.0,2.76,0.92,,,0,-0.62
2026-07-01,BLND.L,,breakout,2,410.4,5,,,18.5,50.6,0.02,418.4,1.95,0.65,,,0,424.4,3.41,1.14,,,0,-0.91
2026-07-01,BNZL.L,,breakout,1,2610.0,5,,,24.9,56.2,0.01,2706.0,3.68,1.23,,,0,2694.0,3.22,1.07,,,0,-0.54
2026-07-01,CBK.DE,,breakout,1,36.93,5,,,18.4,58.8,0.05,37.76,2.25,0.75,,,0,38.395,3.97,1.32,,,0,-0.57
2026-07-01,CARR,,breakout,2,73.35,4,,,24.5,55.4,0.91,70.1,-4.43,-1.48,0.74,-5.17,1,68.61,-6.46,-2.15,0.46,-6.92,1,-10.33
2026-07-01,EW,,breakout,2,90.46,4,,,17.4,59.1,0.72,95.18,5.22,1.74,0.74,4.48,0,91.79,1.47,0.49,0.46,1.01,0,-0.2
2026-07-01,JBL,,breakout,3,385.48,4,,,17.1,60.2,1.04,338.22,-12.26,-4.09,0.74,-13.0,1,321.96,-16.48,-5.49,0.46,-16.94,1,-19.58
2026-07-01,RTX,,breakout,1,189.73,4,,,22.5,59.4,0.74,201.37,6.14,2.05,0.74,5.4,0,196.39,3.51,1.17,0.46,3.05,0,-0.4
2026-07-01,STT,,breakout,2,169.6,4,,,23.8,60.8,0.68,175.96,3.75,1.25,0.74,3.01,0,178.17,5.05,1.68,0.46,4.59,0,-0.93
2026-07-01,SYF,,breakout,1,76.05,4,,,21.5,60.2,0.99,77.05,1.31,0.44,0.74,0.57,0,73.21,-3.73,-1.24,0.46,-4.19,1,-10.52
2026-07-01,BATS.L,,breakout,1,4633.0,4,,,19.7,52.7,0.02,4623.0,-0.22,-0.07,,,0,4439.0,-4.19,-1.4,,,1,-4.14
2026-07-01,CCC.L,,breakout,2,4274.49,4,,,27.9,68.8,0.01,4418.0,3.36,1.12,,,0,4540.0,6.21,2.07,,,1,-4.27
2026-07-01,HSX.L,,breakout,3,1841.0,4,,,24.9,74.1,0.03,1865.0,1.3,0.43,,,0,1857.0,0.87,0.29,,,0,-0.49
2026-07-01,LAND.L,,breakout,2,643.25,4,,,21.3,50.7,0.02,656.5,2.06,0.69,,,0,667.499,3.77,1.26,,,0,-0.74
2026-07-01,MKS.L,,breakout,1,375.1,4,,,18.7,58.2,0.05,385.5,2.77,0.92,,,0,377.347,0.6,0.2,,,0,-1.84
2026-07-01,SMT.L,,breakout,3,1474.15,4,,,18.7,59.4,0.03,1500.5878,1.79,0.6,,,0,1454.5817,-1.33,-0.44,,,0,-2.34
2026-07-01,CON.DE,,breakout,1,72.08,4,,,19.2,58.0,0.02,74.92,3.94,1.31,,,0,72.32,0.33,0.11,,,0,-2.89
2026-07-01,IFF,,pocket_pivot,2,79.22,5,,,19.0,61.3,1.45,82.77,4.48,1.49,0.74,3.74,0,75.1,-5.2,-1.73,0.46,-5.66,0,-2.76
2026-07-01,ITW,,pocket_pivot,1,270.47,4,,,25.9,65.8,1.45,274.27,1.4,0.47,0.74,0.66,0,271.5,0.38,0.13,0.46,-0.08,0,-2.56
2026-07-01,CFG,,connors_rsi2,1,70.07,4,,,39.6,71.9,0.87,72.11,2.91,0.97,0.74,2.17,0,70.36,0.41,0.14,0.46,-0.05,1,-3.01
2026-07-01,EA,,connors_rsi2,2,205.04,4,,,29.1,73.2,0.85,205.21,0.08,0.03,0.74,-0.66,0,206.35,0.64,0.21,0.46,0.18,0,-0.1
2026-07-01,GL,,connors_rsi2,1,178.68,4,,,40.2,94.8,0.8,176.98,-0.95,-0.32,0.74,-1.69,0,178.62,-0.03,-0.01,0.46,-0.49,0,-2.15
2026-07-01,WRB,,connors_rsi2,1,70.53,4,,,21.7,67.7,0.67,70.92,0.55,0.18,0.74,-0.19,0,73.84,4.69,1.56,0.46,4.23,0,-0.85
2026-07-01,CCH.L,,connors_rsi2,1,4908.0,4,,,35.2,77.3,0.06,5187.8081,5.7,1.9,,,0,4932.0,0.49,0.16,,,0,-1.26
2026-07-01,CCEP.L,,connors_rsi2,1,7565.0,4,,,30.1,67.2,0.02,8040.0,6.28,2.09,,,0,7935.0,4.89,1.63,,,0,-0.26
2026-07-01,IHG.L,,connors_rsi2,1,170.95,4,,,40.0,74.3,0.02,167.7,-1.9,-0.63,,,0,164.9,-3.54,-1.18,,,1,-6.11
2026-07-01,DRI,,connors_rsi2,1,206.01,3,,,16.5,57.6,0.87,203.22,-1.35,-0.45,0.74,-2.09,0,196.69,-4.52,-1.51,0.46,-4.98,1,-4.18
2026-07-01,PGR,,connors_rsi2,1,218.45,3,,,33.3,70.6,0.78,231.67,6.05,2.02,0.74,5.31,0,234.48,7.34,2.45,0.46,6.88,0,0.62
2026-07-01,TKO,,connors_rsi2,1,201.31,3,,,26.3,48.2,1.68,192.3,-4.48,-1.49,0.74,-5.22,1,180.96,-10.11,-3.37,0.46,-10.57,1,-9.34
2026-07-01,MTLN.L,,connors_rsi2,1,41.08,3,,,41.2,58.2,0.02,42.9,4.43,1.48,,,0,40.24,-2.04,-0.68,,,1,-3.6
2026-07-01,A,,connors_rsi2,1,132.83,2,,,19.6,45.9,0.86,130.6,-1.68,-0.56,0.74,-2.42,0,134.04,0.91,0.3,0.46,0.45,1,-4.04
2026-07-01,DLTR,,connors_rsi2,1,120.95,2,,,38.4,61.4,1.36,121.46,0.42,0.14,0.74,-0.32,0,126.38,4.49,1.5,0.46,4.03,0,-0.38
2026-07-01,SOLV,,connors_rsi2,2,77.15,2,,,20.6,36.0,0.78,77.94,1.02,0.34,0.74,0.28,0,77.42,0.35,0.12,0.46,-0.11,1,-3.1
2026-07-01,TGT,,connors_rsi2,1,130.61,2,,,18.6,54.5,1.38,126.1,-3.45,-1.15,0.74,-4.19,1,134.77,3.19,1.06,0.46,2.73,1,-4.52
2026-07-01,ABNB,,ema_ribbon,1,143.1,2,,,23.1,65.5,0.81,147.65,3.18,1.06,0.74,2.44,0,146.33,2.26,0.75,0.46,1.8,0,-1.3
2026-07-01,BAX,,ema_ribbon,1,21.32,2,,,23.1,60.5,1.0,22.58,5.91,1.97,0.74,5.17,0,22.57,5.86,1.95,0.46,5.4,0,0.28
2026-07-01,EA,,ema_ribbon,2,205.04,2,,,29.1,73.2,0.85,205.21,0.08,0.03,0.74,-0.66,0,206.35,0.64,0.21,0.46,0.18,0,-0.1
2026-07-01,WMB,,nr7,1,74.34,4,,,20.1,62.3,1.62,72.82,-2.04,-0.68,0.74,-2.78,0,74.46,0.16,0.05,0.46,-0.3,0,-3.0
2026-07-01,CRL,,nr7,1,226.79,3,,,28.0,78.7,1.11,231.43,2.05,0.68,0.74,1.31,0,229.75,1.31,0.44,0.46,0.85,1,-3.7
2026-07-01,BEN,,nr7,1,33.27,3,,,24.6,63.8,0.92,34.44,3.52,1.17,0.74,2.78,0,32.83,-1.32,-0.44,0.46,-1.78,0,-0.87
2026-07-01,JBL,,nr7,3,385.48,3,,,17.1,60.2,1.04,338.22,-12.26,-4.09,0.74,-13.0,1,321.96,-16.48,-5.49,0.46,-16.94,1,-19.58
2026-07-01,JPM,,nr7,2,327.33,3,,,28.0,62.5,0.82,337.72,3.17,1.06,0.74,2.43,0,334.53,2.2,0.73,0.46,1.74,0,-1.15
2026-07-01,MU,,nr7,1,1154.29,3,,,21.7,61.4,0.71,984.75,-14.69,-4.9,0.74,-15.43,1,937.0,-18.82,-6.27,0.46,-19.28,1,-22.75
2026-07-01,STT,,nr7,2,169.6,3,,,23.8,60.8,0.68,175.96,3.75,1.25,0.74,3.01,0,178.17,5.05,1.68,0.46,4.59,0,-0.93
2026-07-01,DPLM.L,,nr7,1,7091.95,3,,,20.1,63.8,0.02,7135.0,0.61,0.2,,,0,6735.0,-5.03,-1.68,,,1,-7.57
2026-07-01,CCC.L,,nr7,2,4266.0,3,,,27.9,67.6,0.01,4418.0,3.56,1.19,,,0,4540.0,6.42,2.14,,,1,-4.08
2026-07-01,NXT.L,,nr7,1,14520.0,3,,,31.2,61.5,0.02,14663.6445,0.99,0.33,,,0,14670.0,1.03,0.34,,,0,-1.72
2026-07-01,PCT.L,,nr7,2,711.93,3,,,26.9,64.2,0.07,680.445,-4.42,-1.47,,,1,668.68,-6.08,-2.03,,,1,-10.16
2026-07-01,DHL.DE,,nr7,1,52.86,3,,,23.0,60.2,0.06,56.24,6.39,2.13,,,0,56.22,6.36,2.12,,,0,-0.08
2026-07-01,IFX.DE,,nr7,1,82.1,3,,,29.5,57.7,0.04,75.27,-8.32,-2.77,,,1,70.71,-13.87,-4.62,,,1,-16.92
2026-07-01,CL,,nr7,1,91.68,2,,,16.0,66.1,0.65,93.39,1.87,0.62,0.74,1.13,0,93.21,1.67,0.56,0.46,1.21,0,-1.04
2026-07-01,ECL,,nr7,1,278.61,2,,,21.8,64.6,0.87,283.72,1.83,0.61,0.74,1.09,0,271.85,-2.43,-0.81,0.46,-2.89,0,-2.96
2026-07-01,GEN,,nr7,2,24.89,2,,,20.0,49.4,1.06,26.6,6.87,2.29,0.74,6.13,0,26.16,5.1,1.7,0.46,4.64,0,0.56
2026-07-01,PKG,,nr7,2,238.28,2,,,17.9,63.6,0.72,236.39,-0.79,-0.26,0.74,-1.53,0,225.86,-5.21,-1.74,0.46,-5.67,1,-6.46
2026-07-01,SOLV,,nr7,2,77.15,2,,,20.6,36.0,0.78,77.94,1.02,0.34,0.74,0.28,0,77.42,0.35,0.12,0.46,-0.11,1,-3.1
2026-07-01,HSX.L,,nr7,3,1841.0,2,,,24.9,74.1,0.03,1865.0,1.3,0.43,,,0,1857.0,0.87,0.29,,,0,-0.49
2026-07-01,SDLF.L,,nr7,1,833.5,2,,,29.1,76.6,0.06,858.5,3.0,1.0,,,0,872.0,4.62,1.54,,,0,-1.08
2026-07-01,AC.PA,,nr7,1,50.56,2,,,33.5,74.5,0.04,51.24,1.34,0.45,,,0,48.56,-3.96,-1.32,,,1,-6.03
2026-07-01,ALW.L,,nr7,1,1343.0,1,,,16.0,78.0,0.06,1355.0,0.89,0.3,,,0,1326.401,-1.24,-0.41,,,0,-1.86
2026-07-01,AI.PA,,nr7,1,176.6,0,,,19.2,74.5,0.14,181.48,2.76,0.92,,,0,174.36,-1.27,-0.42,,,0,-2.43
2026-07-01,EW,,bb_squeeze,2,90.46,4,,,17.4,59.1,0.72,95.18,5.22,1.74,0.74,4.48,0,91.79,1.47,0.49,0.46,1.01,0,-0.2
2026-07-01,TSLA,,signal_velocity,2,420.6,12,,,16.9,58.3,0.9,419.77,-0.2,-0.07,0.74,-0.94,0,394.76,-6.14,-2.05,0.46,-6.6,1,-7.44
2026-07-01,EBAY,,signal_velocity,1,111.75,10,,,10.7,57.0,0.77,113.67,1.72,0.57,0.74,0.98,0,115.09,2.99,1.0,0.46,2.53,0,-1.19
2026-07-01,NOC,,stage4_short,1,509.31,6,,,37.1,32.6,2.01,547.75,7.55,2.52,0.74,6.81,0,541.82,6.38,2.13,0.46,5.92,0,0.35
2026-07-01,CTSH,,stage4_short,1,38.73,5,,,35.4,13.4,5.0,41.37,6.82,2.27,0.74,6.08,0,44.16,14.02,4.67,0.46,13.56,0,1.45
2026-07-01,FOXA,,stage4_short,1,52.16,5,,,40.2,20.3,0.71,55.87,7.11,2.37,0.74,6.37,0,55.9,7.17,2.39,0.46,6.71,0,1.27
2026-07-01,ICE,,stage4_short,1,123.11,5,,,49.0,17.1,3.55,134.91,9.58,3.19,0.74,8.84,0,137.67,11.83,3.94,0.46,11.37,0,0.41
2026-07-01,IT,,stage4_short,1,129.62,5,,,23.4,24.2,2.27,135.11,4.24,1.41,0.74,3.5,0,141.31,9.02,3.01,0.46,8.56,0,-0.57
2026-07-01,NFLX,,stage4_short,1,71.4,5,,,39.4,25.6,2.2,76.02,6.47,2.16,0.74,5.73,0,73.83,3.4,1.13,0.46,2.94,0,1.3
2026-07-01,NKE,,stage4_short,1,41.05,5,,,21.7,34.5,4.09,43.34,5.58,1.86,0.74,4.84,0,43.76,6.6,2.2,0.46,6.14,0,-2.29
2026-07-01,ROL,,stage4_short,1,41.74,5,,,36.9,13.6,3.39,42.73,2.37,0.79,0.74,1.63,0,44.92,7.62,2.54,0.46,7.16,0,0.62
2026-07-01,CRM,,stage4_short,1,156.66,5,,,20.1,27.9,3.55,165.65,5.74,1.91,0.74,5.0,0,171.22,9.29,3.1,0.46,8.83,0,-0.11
2026-07-01,PTC,,stage4_short,1,113.61,5,,,32.7,21.1,2.22,124.98,10.01,3.34,0.74,9.27,0,125.42,10.4,3.47,0.46,9.94,0,1.12
2026-07-01,PAH3.DE,,stage4_short,1,27.06,5,,,26.4,31.7,1.4,28.48,5.25,1.75,,,0,26.94,-0.44,-0.15,,,0,-0.48
2026-07-01,EL.PA,,stage4_short,1,164.3,5,,,21.5,31.2,1.59,175.8,7.0,2.33,,,0,169.6,3.23,1.08,,,0,-0.33
2026-07-01,VOW3.DE,,stage4_short,1,70.14,5,,,24.8,28.0,3.84,75.1,7.07,2.36,,,0,70.58,0.63,0.21,,,0,-1.34
2026-07-01,ARES,,stage4_short,1,111.31,4,,,25.6,29.2,2.93,121.83,9.45,3.15,0.74,8.71,0,120.45,8.21,2.74,0.46,7.75,0,-0.13
2026-07-01,BAB.L,,stage4_short,1,984.2,4,,,31.1,41.9,1.14,1061.823,7.89,2.63,,,0,1007.0,2.32,0.77,,,1,-3.25
2026-07-01,CAP.PA,,stage4_short,1,87.74,4,,,21.6,30.8,0.52,93.08,6.09,2.03,,,0,89.98,2.55,0.85,,,0,-1.39
2026-07-01,SAP.DE,,stage4_short,1,134.9,4,,,20.1,40.9,1.8,142.04,5.29,1.76,,,0,138.16,2.42,0.81,,,0,-0.59
2026-07-01,EXPN.L,,stage4_short,1,2530.0,2,,,28.9,54.5,0.64,2704.0,6.88,2.29,,,0,2602.0,2.85,0.95,,,0,-2.8
2026-07-01,MO,,cup_handle,1,71.95,5,,,16.4,55.1,0.95,71.88,-0.1,-0.03,0.74,-0.84,0,71.87,-0.11,-0.04,0.46,-0.57,0,-1.65
2026-07-01,JPM,,cup_handle,2,327.33,5,,,28.0,62.5,0.82,337.72,3.17,1.06,0.74,2.43,0,334.53,2.2,0.73,0.46,1.74,0,-1.15
2026-07-01,PKG,,cup_handle,2,238.28,5,,,17.9,63.6,0.72,236.39,-0.79,-0.26,0.74,-1.53,0,225.86,-5.21,-1.74,0.46,-5.67,1,-6.46
2026-07-01,DGX,,cup_handle,2,211.95,5,,,25.0,62.0,0.95,213.45,0.71,0.24,0.74,-0.03,0,207.35,-2.17,-0.72,0.46,-2.63,0,-2.65
2026-07-01,LAND.L,,cup_handle,2,642.5,5,,,21.3,50.3,0.02,656.5,2.18,0.73,,,0,667.499,3.89,1.3,,,0,-0.62
2026-07-01,SMT.L,,cup_handle,3,1474.5,5,,,18.7,59.5,0.03,1500.5878,1.77,0.59,,,0,1454.5817,-1.35,-0.45,,,0,-2.37
2026-07-01,AMD,,rs_line,1,580.91,5,,,24.8,66.6,1.08,552.05,-4.97,-1.66,0.74,-5.71,1,534.39,-8.01,-2.67,0.46,-8.47,1,-14.25
2026-07-01,FFIV,,rs_line,1,415.96,5,,,24.0,65.6,1.61,419.03,0.74,0.25,0.74,0.0,0,420.95,1.2,0.4,0.46,0.74,0,-2.75
2026-07-01,KLAC,,rs_line,2,301.71,4,,,33.0,71.5,1.32,233.31,-22.67,-7.56,0.74,-23.41,1,222.25,-26.34,-8.78,0.46,-26.8,1,-30.11
2026-07-01,UU.L,,vcp,1,1306.0,4,,,23.1,51.4,0.14,1357.0,3.91,1.3,,,0,1350.0,3.37,1.12,,,0,-1.3
2026-07-01,CRWD,,elder_impulse,1,701.09,5,,,28.4,59.3,0.79,199.38,-71.56,-23.85,0.74,-72.3,1,,,,,,,
2026-07-01,DE,,elder_impulse,1,634.33,5,,,23.7,70.1,1.23,635.24,0.14,0.05,0.74,-0.6,0,585.64,-7.68,-2.56,0.46,-8.14,1,-7.51
2026-07-01,FLEX,,elder_impulse,1,162.07,5,,,26.2,58.5,0.52,138.65,-14.45,-4.82,0.74,-15.19,1,129.5,-20.1,-6.7,0.46,-20.56,1,-22.68
2026-07-01,INCY,,elder_impulse,1,113.36,5,,,21.3,64.4,0.81,115.62,1.99,0.66,0.74,1.25,0,114.23,0.77,0.26,0.46,0.31,0,-0.04
2026-07-01,IFF,,elder_impulse,2,79.22,5,,,19.0,61.3,1.45,82.77,4.48,1.49,0.74,3.74,0,75.1,-5.2,-1.73,0.46,-5.66,0,-2.76
2026-07-01,JBHT,,elder_impulse,1,289.43,5,,,20.1,51.6,1.01,277.74,-4.04,-1.35,0.74,-4.78,1,283.0,-2.22,-0.74,0.46,-2.68,1,-6.92
2026-07-01,GLW,,elder_impulse,1,255.43,5,,,21.3,74.9,1.31,194.8,-23.74,-7.91,0.74,-24.48,1,183.11,-28.31,-9.44,0.46,-28.77,1,-30.16
2026-07-01,KLAC,,elder_impulse,2,301.71,5,,,33.0,71.5,1.32,233.31,-22.67,-7.56,0.74,-23.41,1,222.25,-26.34,-8.78,0.46,-26.8,1,-30.11
2026-07-01,LII,,elder_impulse,1,572.95,5,,,17.9,63.6,1.31,568.0,-0.86,-0.29,0.74,-1.6,0,551.18,-3.8,-1.27,0.46,-4.26,1,-7.64
2026-07-01,LLY,,elder_impulse,1,1199.43,5,,,31.8,60.6,1.08,1200.0601,0.05,0.02,0.74,-0.69,0,1181.87,-1.46,-0.49,0.46,-1.92,0,-2.13
2026-07-01,DGX,,elder_impulse,2,211.95,5,,,25.0,62.0,0.95,213.45,0.71,0.24,0.74,-0.03,0,207.35,-2.17,-0.72,0.46,-2.63,0,-2.65
2026-07-01,CIEN,,elder_impulse,1,490.56,4,,,20.3,66.4,0.58,433.83,-11.56,-3.85,0.74,-12.3,1,445.44,-9.2,-3.07,0.46,-9.66,1,-17.56
2026-07-01,FAST,,elder_impulse,1,48.03,4,,,17.9,60.4,1.14,48.31,0.58,0.19,0.74,-0.16,0,47.05,-2.04,-0.68,0.46,-2.5,1,-4.14
2026-07-01,JBL,,elder_impulse,3,385.48,4,,,17.1,60.2,1.04,338.22,-12.26,-4.09,0.74,-13.0,1,321.96,-16.48,-5.49,0.46,-16.94,1,-19.58
2026-07-01,MAS,,elder_impulse,1,81.37,4,,,25.2,74.1,1.1,81.04,-0.41,-0.14,0.74,-1.15,0,76.18,-6.38,-2.13,0.46,-6.84,1,-7.2
2026-07-01,ROK,,elder_impulse,1,495.08,4,,,16.8,62.4,0.92,482.87,-2.47,-0.82,0.74,-3.21,0,460.45,-6.99,-2.33,0.46,-7.45,1,-7.89
2026-07-01,TER,,elder_impulse,1,483.84,4,,,18.7,66.4,0.92,379.52,-21.56,-7.19,0.74,-22.3,1,341.11,-29.5,-9.83,0.46,-29.96,1,-32.15
2026-07-01,CDW,,elder_impulse,1,140.64,3,,,19.3,59.0,1.01,134.19,-4.59,-1.53,0.74,-5.33,1,144.36,2.65,0.88,0.46,2.19,1,-6.56
2026-07-01,GEN,,elder_impulse,2,24.89,3,,,20.0,49.4,1.06,26.6,6.87,2.29,0.74,6.13,0,26.16,5.1,1.7,0.46,4.64,0,0.56
2026-07-01,GEV,,elder_impulse,1,1174.86,3,,,19.1,70.3,0.94,1152.04,-1.94,-0.65,0.74,-2.68,0,1042.6,-11.26,-3.75,0.46,-11.72,1,-12.5
2026-07-01,TSLA,,elder_impulse,2,420.6,3,,,16.9,58.3,0.9,419.77,-0.2,-0.07,0.74,-0.94,0,394.76,-6.14,-2.05,0.46,-6.6,1,-7.44
2026-07-01,TPL,,elder_impulse,1,437.64,3,,,17.4,71.4,1.76,402.8,-7.96,-2.65,0.74,-8.7,1,408.92,-6.56,-2.19,0.46,-7.02,1,-12.03
2026-07-01,V,,elder_impulse,1,343.09,3,,,18.4,69.4,0.89,357.25,4.13,1.38,0.74,3.39,0,357.75,4.27,1.42,0.46,3.81,0,-0.61
2026-07-01,PSON.L,,elder_impulse,1,1196.0,3,,,17.3,74.9,0.03,1245.0,4.1,1.37,,,0,1278.0,6.86,2.29,,,0,-0.42
2026-07-01,SMT.L,,elder_impulse,3,1475.02,3,,,18.7,59.6,0.03,1500.5878,1.73,0.58,,,0,1454.5817,-1.39,-0.46,,,0,-2.4
2026-07-01,PCT.L,,holy_grail,2,712.0,2,,,26.9,64.2,0.07,680.445,-4.43,-1.48,,,1,668.68,-6.08,-2.03,,,1,-10.17
2026-07-01,HSX.L,,connors_3down,3,1838.0,5,,,24.9,73.0,0.03,1865.0,1.47,0.49,,,0,1857.0,1.03,0.34,,,0,-0.33
2026-07-01,CARR,,connors_3down,2,73.35,4,,,24.5,55.4,0.91,70.1,-4.43,-1.48,0.74,-5.17,1,68.61,-6.46,-2.15,0.46,-6.92,1,-10.33
2026-07-01,DHI,,connors_3down,1,162.88,4,,,29.6,64.5,0.74,156.88,-3.68,-1.23,0.74,-4.42,1,148.85,-8.61,-2.87,0.46,-9.07,1,-9.22
2026-07-01,BBOX.L,,connors_3down,1,160.1,4,,,28.3,66.1,0.06,162.7,1.62,0.54,,,0,162.4,1.44,0.48,,,0,-1.44
2026-07-01,VMC,,connors_3down,1,295.01,3,,,26.8,59.2,1.45,304.84,3.33,1.11,0.74,2.59,0,292.78,-0.76,-0.25,0.46,-1.22,1,-3.56
2026-07-01,BLND.L,,connors_3down,2,409.2,2,,,18.4,49.6,0.02,418.4,2.25,0.75,,,0,424.4,3.71,1.24,,,0,-0.61
2026-07-01,NUE,,bollinger_pctb,1,222.75,3,,,29.5,31.4,1.1,223.92,0.53,0.18,0.74,-0.21,0,233.0,4.6,1.53,0.46,4.14,1,-3.65
2026-07-02,GOOG,,breakout,1,357.89,4,,,17.2,52.6,0.72,363.62,1.6,0.53,0.39,1.21,0,350.67,-2.02,-0.67,0.59,-2.61,0,-2.58
2026-07-02,BAX,,breakout,1,21.69,4,,,23.1,61.1,0.94,22.86,5.39,1.8,0.39,5.0,0,22.57,4.06,1.35,0.59,3.47,0,0.18
2026-07-02,JBL,,breakout,2,375.34,4,,,16.6,60.1,0.73,321.08,-14.46,-4.82,0.39,-14.85,1,321.96,-14.22,-4.74,0.59,-14.81,1,-17.41
2026-07-02,PKG,,breakout,1,237.93,4,,,18.2,82.0,0.8,232.4,-2.32,-0.77,0.39,-2.71,0,225.86,-5.07,-1.69,0.59,-5.66,1,-6.32
2026-07-02,TTWO,,breakout,1,250.32,4,,,24.6,84.1,0.76,257.79,2.98,0.99,0.39,2.59,0,244.1,-2.48,-0.83,0.59,-3.07,1,-3.22
2026-07-02,BNZL.L,,breakout,1,2668.0,4,,,24.7,65.7,0.01,2668.0,0.0,0.0,,,0,2694.0,0.97,0.32,,,0,-1.5
2026-07-02,CCC.L,,breakout,1,4350.0,4,,,28.5,65.1,0.03,4352.0,0.05,0.02,,,0,4540.0,4.37,1.46,,,1,-5.93
